0.000000	0.994221
2.000000	0.994221
4.000000	0.994221
6.000000	0.994221
8.000000	0.994221
10.000000	0.994221
12.000000	0.994221
14.000000	0.994221
16.000000	0.994221
18.000000	0.994221
20.000000	0.994221
22.000000	0.994221
24.000000	0.994221
26.000000	0.994221
28.000000	0.994221
30.000000	0.994221
32.000000	0.994221
34.000000	0.994221
36.000000	0.994221
38.000000	0.994220
40.000000	0.994220
42.000000	0.994220
44.000000	0.994220
46.000000	0.994220
48.000000	0.994220
50.000000	0.994219
52.000000	0.994219
54.000000	0.994219
56.000000	0.994218
58.000000	0.994218
60.000000	0.994218
62.000000	0.994217
64.000000	0.994217
66.000000	0.994216
68.000000	0.994216
70.000000	0.994215
72.000000	0.994214
74.000000	0.994214
76.000000	0.994213
78.000000	0.994212
80.000000	0.994211
82.000000	0.994211
84.000000	0.994210
86.000000	0.994209
88.000000	0.994208
90.000000	0.994207
92.000000	0.994206
94.000000	0.994205
96.000000	0.994204
98.000000	0.994203
100.000000	0.994202
102.000000	0.994201
104.000000	0.994200
106.000000	0.994199
108.000000	0.994197
110.000000	0.994196
112.000000	0.994195
114.000000	0.994194
116.000000	0.994193
118.000000	0.994191
120.000000	0.994190
122.000000	0.994189
124.000000	0.994188
126.000000	0.994187
128.000000	0.994186
130.000000	0.994184
132.000000	0.994183
134.000000	0.994182
136.000000	0.994181
138.000000	0.994180
140.000000	0.994179
142.000000	0.994178
144.000000	0.994177
146.000000	0.994176
148.000000	0.994175
150.000000	0.994174
152.000000	0.994174
154.000000	0.994173
156.000000	0.994172
158.000000	0.994172
160.000000	0.994171
162.000000	0.994170
164.000000	0.994170
166.000000	0.994169
168.000000	0.994169
170.000000	0.994168
172.000000	0.994168
174.000000	0.994168
176.000000	0.994167
178.000000	0.994167
180.000000	0.994167
182.000000	0.994167
184.000000	0.994167
186.000000	0.994167
188.000000	0.994166
190.000000	0.994166
192.000000	0.994166
194.000000	0.994166
196.000000	0.994166
198.000000	0.994166
200.000000	0.994166
202.000000	0.994166
204.000000	0.994166
206.000000	0.994166
208.000000	0.994166
210.000000	0.994166
212.000000	0.994166
214.000000	0.994166
216.000000	0.994166
218.000000	0.994166
220.000000	0.994166
222.000000	0.994165
224.000000	0.994165
226.000000	0.994165
228.000000	0.994164
230.000000	0.994164
232.000000	0.994163
234.000000	0.994163
236.000000	0.994162
238.000000	0.994161
