-0.500000	1.497979
-0.490000	1.509135
-0.480000	1.519261
-0.470000	1.527595
-0.460000	1.533535
-0.450000	1.536676
-0.440000	1.536845
-0.430000	1.534099
-0.420000	1.528722
-0.410000	1.521194
-0.400000	1.512153
-0.390000	1.502337
-0.380000	1.492534
-0.370000	1.483510
-0.360000	1.475959
-0.350000	1.470445
-0.340000	1.467366
-0.330000	1.466920
-0.320000	1.469100
-0.310000	1.473691
-0.300000	1.480295
-0.290000	1.488365
-0.280000	1.497243
-0.270000	1.506222
-0.260000	1.514592
-0.250000	1.521704
-0.240000	1.527012
-0.230000	1.530120
-0.220000	1.530807
-0.210000	1.529045
-0.200000	1.524996
-0.190000	1.519002
-0.180000	1.511553
-0.170000	1.503248
-0.160000	1.494750
-0.150000	1.486731
-0.140000	1.479820
-0.130000	1.474554
-0.120000	1.471341
-0.110000	1.470422
-0.100000	1.471857
-0.090000	1.475523
-0.080000	1.481119
-0.070000	1.488197
-0.060000	1.496190
-0.050000	1.504466
-0.040000	1.512368
-0.030000	1.519272
-0.020000	1.524632
-0.010000	1.528028
0.000000	1.529190
0.010000	1.528028
0.020000	1.524632
0.030000	1.519272
0.040000	1.512368
0.050000	1.504466
0.060000	1.496190
0.070000	1.488197
0.080000	1.481119
0.090000	1.475523
0.100000	1.471857
0.110000	1.470422
0.120000	1.471341
0.130000	1.474554
0.140000	1.479820
0.150000	1.486731
0.160000	1.494750
0.170000	1.503248
0.180000	1.511553
0.190000	1.519002
0.200000	1.524996
0.210000	1.529045
0.220000	1.530807
0.230000	1.530120
0.240000	1.527012
0.250000	1.521704
0.260000	1.514592
0.270000	1.506222
0.280000	1.497243
0.290000	1.488365
0.300000	1.480295
0.310000	1.473691
0.320000	1.469100
0.330000	1.466920
0.340000	1.467366
0.350000	1.470445
0.360000	1.475959
0.370000	1.483510
0.380000	1.492534
0.390000	1.502337
0.400000	1.512153
0.410000	1.521194
0.420000	1.528722
0.430000	1.534099
0.440000	1.536845
0.450000	1.536676
0.460000	1.533535
0.470000	1.527595
0.480000	1.519261
0.490000	1.509135
0.500000	1.497979
