-1.750000	0.000000
-1.740000	0.000005
-1.730000	0.000009
-1.720000	0.000011
-1.710000	0.000010
-1.700000	0.000006
-1.690000	0.000002
-1.680000	0.000013
-1.670000	0.000027
-1.660000	0.000043
-1.650000	0.000058
-1.640000	0.000072
-1.630000	0.000083
-1.620000	0.000088
-1.610000	0.000087
-1.600000	0.000078
-1.590000	0.000062
-1.580000	0.000038
-1.570000	0.000008
-1.560000	0.000026
-1.550000	0.000063
-1.540000	0.000099
-1.530000	0.000131
-1.520000	0.000157
-1.510000	0.000173
-1.500000	0.000179
-1.490000	0.000173
-1.480000	0.000156
-1.470000	0.000128
-1.460000	0.000092
-1.450000	0.000052
-1.440000	0.000010
-1.430000	0.000028
-1.420000	0.000059
-1.410000	0.000082
-1.400000	0.000094
-1.390000	0.000097
-1.380000	0.000093
-1.370000	0.000087
-1.360000	0.000087
-1.350000	0.000101
-1.340000	0.000136
-1.330000	0.000199
-1.320000	0.000291
-1.310000	0.000411
-1.300000	0.000545
-1.290000	0.000668
-1.280000	0.000743
-1.270000	0.000711
-1.260000	0.000496
-1.250000	0.000000
